0 494,65 -5
4561 945,85 17,4166666666667
4562 945,68 19
4563 945,52 17,4833333333333
4564 945,35 21,9666666666667
4565 945,18 10,4
4566 945,02 21,5
4567 944,85 11
4568 944,69 17,8833333333333
4569 944,52 19,95
4570 944,35 15,8833333333334
4571 944,19 14,3666666666666
4572 944,02 13,45
4573 943,86 13,9833333333333
4574 943,69 13,1
4575 943,52 11,25
4576 943,36 12,5333333333333
4577 943,19 6,95
4578 943,03 15,4333333333333
4579 942,86 8,43333333333334
4580 942,7 9,11666666666667
4581 942,53 8,76666666666667
4582 942,36 10,9
4583 942,2 11,0333333333333
4584 942,03 12,95
4585 941,87 11,8666666666667
4586 941,7 18,8333333333333
4587 941,53 16,95
4588 941,37 25,6
4589 941,2 17,9333333333333
4590 941,04 27,6333333333334
4591 940,87 23,85
4592 940,7 20,8
4593 940,54 13,0166666666667
4594 940,37 17,3333333333333
4595 940,21 13,3666666666666
4596 940,04 17,6166666666667
4597 939,88 14,9
4598 939,71 21,7
4599 939,54 15,6833333333333
4600 939,38 21,3166666666667
4601 939,21 13
4602 939,05 19,1333333333334
4603 938,88 14,95
4604 938,71 12,75
4605 938,55 11,3
4606 938,38 18,4333333333333
4607 938,22 9,15000000000001
4608 938,05 10,3333333333333
4609 937,88 6,63333333333333
4610 937,72 12,1833333333333
4611 937,55 8,51666666666665
4612 937,39 14,75
4613 937,22 12,15
4614 937,06 9,08333333333334
4615 936,89 13,0166666666667
4616 936,72 9,83333333333333
4617 936,56 10,8833333333333
4618 936,39 12,4666666666667
4619 936,23 8,26666666666665
4620 936,06 10,7
4621 935,89 7,71666666666667
4622 935,73 11,3833333333334
4623 935,56 8,40000000000001
4624 935,4 15
4625 935,23 11,9
4626 935,06 14,8833333333334
4627 934,9 9,56666666666666
4628 934,73 9,66666666666667
4629 934,57 8,83333333333333
4630 934,4 11,7666666666667
4631 934,24 6,90000000000001
4632 934,07 12,15
4633 933,9 6,61666666666667
4634 933,74 11,2333333333333
4635 933,57 7,44999999999999
4636 933,41 12,75
4637 933,24 11,2666666666667
4638 933,07 10,6
4639 932,91 6,95
4640 932,74 11,05
4641 932,58 7,71666666666667
4642 932,41 12,1666666666667
4643 932,24 4,58333333333334
4644 932,08 7,8
4645 931,91 8,33333333333333
4646 931,75 8,65000000000001
4647 931,58 4,78333333333333
4648 931,42 13,0833333333333
4649 931,25 2,91666666666667
4650 931,08 12,1166666666666
4651 930,92 9,03333333333335
4652 930,75 10,6166666666667
4653 930,59 8,43333333333332
4654 930,42 15,3833333333334
4655 930,25 10,3833333333333
4656 930,09 9,03333333333333
4657 929,92 8,53333333333333
4658 929,76 13,1833333333333
4659 929,59 8,90000000000001
4660 929,43 14,8166666666667
4661 929,26 6,53333333333333
4662 929,09 9,40000000000001
4663 928,93 8,53333333333333
4664 928,76 5,45
4665 928,6 4,23333333333333
4666 928,43 12,0333333333333
4667 928,26 7,96666666666667
4668 928,1 13,65
4669 927,93 9,5
4670 927,77 16,2
4671 927,6 12,7833333333333
4672 927,43 18,4
4673 927,27 15,5666666666667
4674 927,1 21,8666666666666
4675 926,94 20,3666666666666
4676 926,77 23,3
4677 926,61 17,7166666666667
4678 926,44 19,15
4679 926,27 8,13333333333335
4680 926,11 10,0666666666667
4681 925,94 7,38333333333333
4682 925,78 5,93333333333334
4683 925,61 2,38333333333335
4684 925,44 8,26666666666667
4685 925,28 5,01666666666667
4686 925,11 5,86666666666666
4687 924,95 2,2
4688 924,78 9,03333333333335
4689 924,61 1,86666666666667
4690 924,45 3,5
4691 924,28 2,21666666666667
4692 924,12 4,98333333333333
4693 923,95 0,733333333333334
4694 923,79 3,98333333333335
4695 923,62 3,15000000000001
4696 923,45 4,98333333333335
4697 923,29 1,21666666666667
4698 923,12 10,0666666666667
4699 922,96 1,48333333333335
4700 922,79 5,5
4701 922,62 3,65000000000001
4702 922,46 5,09999999999999
4703 922,29 4,13333333333335
4704 922,13 7,23333333333333
4705 921,96 1,59999999999999
4706 921,79 5,48333333333335
4707 921,63 2,83333333333334
4708 921,46 6,66666666666667
4709 921,3 2,5
4710 921,13 8,43333333333334
4711 920,97 4,76666666666665
4712 920,8 7,75
4713 920,63 7,18333333333332
4714 920,47 9,88333333333334
4715 920,3 7,05
4716 920,14 10,55
4717 919,97 6,11666666666667
4718 919,8 7,88333333333335
4719 919,64 -2,26666666666665
4720 919,47 7,73333333333333
4721 919,31 -1,3
4722 919,14 4,75
4723 918,97 2,73333333333335
4724 918,81 -0,116666666666674
4725 918,64 4,28333333333333
4726 918,48 4,90000000000001
4727 918,31 3,33333333333334
4728 918,15 6,46666666666667
4729 917,98 -1,09999999999999
4730 917,81 6,40000000000001
4731 917,65 0,166666666666657
4732 917,48 2,80000000000001
4733 917,32 2,3
4734 917,15 2,55000000000001
4735 916,98 2,08333333333334
4736 916,82 1,43333333333332
4737 916,65 2,65000000000001
4738 916,49 6,30000000000001
4739 916,32 1,84999999999999
4740 916,15 7,06666666666666
4741 915,99 -0,883333333333326
4742 915,82 2,40000000000001
4743 915,66 1,18333333333334
4744 915,49 8,5
4745 915,33 3,91666666666667
4746 915,16 7,36666666666665
4747 914,99 9
4748 914,83 10,0666666666667
4749 914,66 6,84999999999999
4750 914,5 9,41666666666666
4751 914,33 5,81666666666666
4752 914,16 10,45
4753 914 4,81666666666668
4754 913,83 8,53333333333333
4755 913,67 1,43333333333332
4756 913,5 5,66666666666667
4757 913,34 1,88333333333333
4758 913,17 3,19999999999999
4759 913 5,38333333333333
4760 912,84 12,85
4761 912,67 2
4762 912,51 10,05
4763 912,34 2,84999999999999
4764 912,17 5,43333333333332
4765 912,01 0,216666666666669
4766 911,84 7,5
4767 911,68 4,36666666666665
4768 911,51 5,5
4769 911,34 5,81666666666668
4770 911,18 2,51666666666665
4771 911,01 5,96666666666667
4772 910,85 3,7
4773 910,68 3,33333333333333
4774 910,52 4,18333333333334
4775 910,35 1,21666666666665
4776 910,18 2,26666666666667
4777 910,02 7,36666666666667
4778 909,85 2,05000000000001
4779 909,69 3,15000000000001
4780 909,52 3,93333333333332
4781 909,35 4,18333333333332
4782 909,19 5,09999999999999
4783 909,02 -0,849999999999994
4784 908,86 5,45
4785 908,69 1,5
4786 908,52 3,08333333333334
4787 908,36 -2,15000000000001
4788 908,19 2,05
4789 908,03 -1,15000000000001
4790 907,86 6,58333333333333
4791 907,7 1,16666666666667
4792 907,53 1,43333333333332
4793 907,36 0,183333333333323
4794 907,2 2,01666666666667
4795 907,03 -0,25
4796 906,87 0,766666666666666
4797 906,7 0,75
4798 906,53 4,38333333333335
4799 906,37 0,550000000000011
4800 906,2 2,06666666666668
4801 906,04 -0,533333333333331
4802 905,87 3,31666666666668
4803 905,7 1,11666666666667
4804 905,54 -1,81666666666668
4805 905,37 3,8
4806 905,21 0,816666666666677
4807 905,04 2,66666666666667
4808 904,88 3,21666666666667
4809 904,71 -0,700000000000003
4810 904,54 1,23333333333333
4811 904,38 0,883333333333326
4812 904,21 1,23333333333333
4813 904,05 0,683333333333323
4814 903,88 4,16666666666667
4815 903,71 2,38333333333335
4816 903,55 3,36666666666667
4817 903,38 -0,866666666666674
4818 903,22 2,88333333333335
4819 903,05 2,33333333333333
4820 902,88 5,56666666666668
4821 902,72 3,55
4822 902,55 4,61666666666667
4823 902,39 7,25
4824 902,22 7,01666666666667
4825 902,06 5,71666666666667
4826 901,89 6,18333333333334
4827 901,72 4,30000000000001
4828 901,56 6,36666666666667
4829 901,39 4,58333333333333
4830 901,23 7,56666666666666
4831 901,06 1,26666666666667
4832 900,89 2,53333333333333
4833 900,73 2,98333333333333
4834 900,56 7,41666666666666
4835 900,4 2,81666666666666
4836 900,23 5,46666666666667
4837 900,06 3,3
4838 899,9 3,43333333333332
4839 899,73 2,91666666666667
4840 899,57 4,59999999999999
4841 899,4 2,33333333333333
4842 899,24 3,51666666666667
4843 899,07 0,733333333333334
4844 898,9 0,816666666666677
4845 898,74 4,95
4846 898,57 10,6333333333333
4847 898,41 7,93333333333332
4848 898,24 8,63333333333333
4849 898,07 10,15
4850 897,91 8,66666666666666
4851 897,74 6,13333333333333
4852 897,58 3,76666666666667
4853 897,41 2,71666666666667
4854 897,24 2,7
4855 897,08 1,43333333333332
4856 896,91 4,48333333333333
4857 896,75 2,06666666666668
4858 896,58 4,09999999999999
4859 896,42 3,53333333333333
4860 896,25 4,06666666666668
4861 896,08 1,01666666666667
4862 895,92 1,03333333333333
4863 895,75 5,16666666666667
4864 895,59 3,43333333333332
4865 895,42 3,76666666666667
4866 895,25 3,78333333333333
4867 895,09 -1,84999999999999
4868 894,92 7,65000000000001
4869 894,76 4,15000000000001
4870 894,59 4,69999999999999
4871 894,43 8,95
4872 894,26 10,3
4873 894,09 10,3166666666667
4874 893,93 15,5166666666667
4875 893,76 14,05
4876 893,6 16,5
4877 893,43 16,5833333333333
4878 893,26 19,2333333333333
4879 893,1 18,6166666666666
4880 892,93 19,6
4881 892,77 16,25
4882 892,6 13,1166666666667
4883 892,43 7,48333333333335
4884 892,27 13,8166666666667
4885 892,1 17,3
4886 891,94 40,6666666666667
4887 891,77 42,5833333333333
4888 891,61 50,7166666666667
4889 891,44 46,8
4890 891,27 54,1333333333334
4891 891,11 41,4666666666667
4892 890,94 37,6
4893 890,78 27,8333333333333
4894 890,61 32,9
4895 890,44 29,8833333333334
4896 890,28 36,4666666666667
4897 890,11 36,4
4898 889,95 58,1166666666667
4899 889,78 60,3666666666666
4900 889,61 86,85
4901 889,45 58,7166666666667
4902 889,28 55,8166666666667
4903 889,12 45,7166666666667
4904 888,95 52,1166666666667
4905 888,79 48,9333333333333
4906 888,62 79,1333333333333
4907 888,45 70,7
4908 888,29 70,8666666666667
4909 888,12 59,6166666666667
4910 887,96 61,2166666666667
4911 887,79 51,8833333333333
4912 887,62 61,55
4913 887,46 52,6833333333333
4914 887,29 52,8833333333333
4915 887,13 44,6833333333333
4916 886,96 52,5833333333333
4917 886,79 54,9
4918 886,63 84,3666666666666
4919 886,46 78,2166666666667
4920 886,3 87,35
4921 886,13 77,4333333333333
4922 885,97 77,35
4923 885,8 60,8
4924 885,63 69,45
4925 885,47 76,4333333333333
4926 885,3 68,8
4927 885,14 61,3666666666667
4928 884,97 80,25
4929 884,8 73,7166666666667
4930 884,64 67,1666666666667
4931 884,47 58,1333333333333
4932 884,31 58,95
4933 884,14 52,55
4934 883,97 59,6
4935 883,81 68,35
4936 883,64 58,35
4937 883,48 64,0666666666667
4938 883,31 50,5333333333333
4939 883,15 44,8666666666667
4940 882,98 46,7666666666667
4941 882,81 45,35
4942 882,65 55,8333333333333
4943 882,48 45,0333333333333
4944 882,32 39,5
4945 882,15 39,1
4946 881,98 45,5666666666667
4947 881,82 27,5
4948 881,65 31,7666666666667
4949 881,49 29,5
4950 881,32 32,1166666666667
4951 881,15 30,7833333333333
4952 880,99 31,95
4953 880,82 24,4666666666667
4954 880,66 29,45
4955 880,49 21,5166666666667
4956 880,33 26,25
4957 880,16 18,8666666666667
4958 879,99 25,7333333333333
4959 879,83 30,1666666666667
4960 879,66 29,0333333333333
4961 879,5 18,7333333333333
4962 879,33 21,7833333333333
4963 879,16 18,1166666666667
4964 879 26,5333333333333
4965 878,83 14,3833333333333
4966 878,67 17,15
4967 878,5 17,3666666666667
4968 878,34 26,8166666666667
4969 878,17 27,3333333333333
4970 878 16,9666666666667
4971 877,84 12,9333333333333
4972 877,67 16,7333333333333
4973 877,51 14,0166666666667
4974 877,34 18,9333333333333
4975 877,17 13,95
4976 877,01 18,2833333333333
4977 876,84 18,5166666666667
4978 876,68 15,0666666666667
4979 876,51 14,7166666666667
4980 876,34 15,2333333333333
4981 876,18 14,0166666666667
4982 876,01 16,6166666666667
4983 875,85 12,5333333333333
4984 875,68 15,9166666666667
4985 875,52 17,0833333333333
4986 875,35 16,9666666666667
4987 875,18 20,6833333333333
4988 875,02 28,1333333333333
4989 874,85 18,7166666666667
4990 874,69 19,0166666666667
4991 874,52 23,1833333333333
4992 874,35 23,85
4993 874,19 21,8666666666667
4994 874,02 30,1
4995 873,86 12,1
4996 873,69 20,0833333333333
4997 873,52 13,55
4998 873,36 14,9333333333333
4999 873,19 20,8833333333333
5000 873,03 26,2166666666667
5001 872,86 40
5002 872,7 43,05
5003 872,53 44,8666666666666
5004 872,36 48,2833333333333
5005 872,2 28,4333333333333
5006 872,03 40,4
5007 871,87 37,5666666666667
5008 871,7 42,2
5009 871,53 32,35
5010 871,36 44,2
5011 871,2 35,2333333333333
5012 871,03 61,7666666666667
5013 870,86 50,95
5014 870,69 53,15
5015 870,53 45,15
5016 870,36 35,7333333333333
5017 870,19 34,7
5018 870,02 46,2
5019 869,86 49,2333333333333
5020 869,69 66,2
5021 869,52 72,3333333333333
5022 869,35 70,0666666666667
5023 869,18 63,6333333333333
5024 869,02 117,783333333333
5025 868,85 104,1
5026 868,68 102,05
5027 868,51 67,5833333333333
5028 868,35 49,0666666666667
5029 868,18 42,3166666666667
5030 868,01 61,2166666666667
5031 867,84 43,7
5032 867,68 60,5166666666667
5033 867,51 52,7
5034 867,34 50,4666666666667
5035 867,17 44,6166666666667
5036 867 50,6
5037 866,84 48,6666666666667
5038 866,67 48,5833333333333
5039 866,5 42,2166666666667
5040 866,33 58,2833333333333
5041 866,17 39,8833333333333
5042 866 35,9833333333333
5043 865,83 39,7
5044 865,66 36,8333333333333
5045 865,5 35,15
5046 865,33 34,8666666666667
5047 865,16 34,7833333333333
5048 864,99 26,5166666666667
5049 864,82 27,8666666666667
5050 864,66 31,15
5051 864,49 32,4666666666667
5052 864,32 30,4
5053 864,15 23,3
5054 863,99 27,2833333333333
5055 863,82 21,5833333333333
5056 863,65 28,7833333333333
5057 863,48 24,0833333333333
5058 863,32 29,4833333333333
5059 863,15 15,9833333333333
5060 862,98 18,3
5061 862,81 16,4
5062 862,64 15,75
5063 862,48 11,9666666666667
5064 862,31 14,35
5065 862,14 13,6166666666667
5066 861,97 13,2666666666667
5067 861,81 10,0833333333333
5068 861,64 14,2333333333333
5069 861,47 10,3833333333333
5070 861,3 12,4333333333333
5071 861,14 15,0333333333333
5072 860,97 9,81666666666668
5073 860,8 10,2666666666667
5074 860,63 11,5
5075 860,46 9,38333333333335
5076 860,3 6,91666666666667
5077 860,13 9,08333333333333
5078 859,96 12,2333333333333
5079 859,79 5,11666666666667
5080 859,63 8,84999999999999
5081 859,46 5,71666666666667
5082 859,29 7,61666666666666
5083 859,12 8,5
5084 858,96 7,33333333333333
5085 858,79 6,05
5086 858,62 7,28333333333333
5087 858,45 4,93333333333332
5088 858,28 5,21666666666667
5089 858,12 6,73333333333335
5090 857,95 5,13333333333334
5091 857,78 3,55
5092 857,61 4,59999999999999
5093 857,45 7,08333333333333
5094 857,28 4,5
5095 857,11 7,25
5096 856,94 6,46666666666667
5097 856,78 6,3
5098 856,61 7,19999999999999
5099 856,44 14,4833333333333
5100 856,27 24,6333333333333
5101 856,1 19,7333333333333
5102 855,94 21,2
5103 855,77 14,1833333333333
5104 855,6 14,9833333333333
5105 855,43 6,11666666666667
5106 855,27 10,7666666666667
5107 855,1 10,7333333333333
5108 854,93 11,4
5109 854,76 16,5833333333333
5110 854,6 24,3
5111 854,43 22,7666666666667
5112 854,26 30,2833333333333
5113 854,09 17,1333333333333
5114 853,92 19,6666666666667
5115 853,76 16,65
5116 853,59 20,9166666666667
5117 853,42 12,4
5118 853,25 15,5666666666667
5119 853,09 16,6333333333333
5120 852,92 21,9833333333333
5121 852,75 18,65
5122 852,58 16,95
5123 852,42 12,45
5124 852,25 12,35
5125 852,08 11,7166666666667
5126 851,91 15,4
5127 851,74 15,2333333333333
5128 851,58 13,1333333333333
5129 851,41 12,3333333333333
5130 851,24 13,05
5131 851,07 12,0666666666667
5132 850,91 14,8333333333333
5133 850,74 11,7333333333333
5134 850,57 5,13333333333333
5135 850,4 7,8
5136 850,24 9,91666666666667
5137 850,07 10,3166666666667
5138 849,9 12,7166666666667
5139 849,73 11,6166666666666
5140 849,56 11,1166666666667
5141 849,4 7,91666666666667
5142 849,23 14,2333333333333
5143 849,06 8,71666666666667
5144 848,89 14,65
5145 848,73 8,03333333333333
5146 848,56 10,3833333333333
5147 848,39 6,31666666666666
5148 848,22 14,05
5149 848,06 12,2333333333333
5150 847,89 23,2333333333333
5151 847,72 17,8166666666667
5152 847,55 16,1333333333333
5153 847,38 11,3
5154 847,22 10,75
5155 847,05 8,55
5156 846,88 8,43333333333332
5157 846,71 8,76666666666667
5158 846,55 10,5666666666667
5159 846,38 4,84999999999999
5160 846,21 11,35
5161 846,04 9,55
5162 845,88 31,4166666666667
5163 845,71 76,6833333333333
5164 845,54 256,4
5165 845,37 473,183333333333
5166 845,2 539,583333333333
5167 845,04 297,133333333333
5168 844,87 92,25
5169 844,7 23,55
5170 844,53 15,65
5171 844,37 3,48333333333335
5172 844,2 5,3
5173 844,03 3,90000000000001
5174 843,86 7,86666666666666
5175 843,7 1,63333333333333
5176 843,53 6,38333333333334
5177 843,36 3,26666666666667
5178 843,19 8,40000000000001
5179 843,02 9,2
5180 842,86 8,78333333333333
5181 842,69 2,25
5182 842,52 4,23333333333333
5183 842,35 2,25
5184 842,19 5,75
5185 842,02 2,68333333333332
5186 841,85 4,75
5187 841,68 5,71666666666665
5188 841,52 8,71666666666667
5189 841,35 4,90000000000001
5190 841,18 8,21666666666667
5191 841,01 8,88333333333333
5192 840,84 16,9333333333333
5193 840,68 20,6833333333333
5194 840,51 26,0333333333333
5195 840,34 20,7166666666667
5196 840,17 14,65
5197 840,01 8,08333333333333
5198 839,84 12,65
5199 839,67 7,75
5200 839,5 8,61666666666667
5201 839,34 9,13333333333333
5202 839,17 10,1333333333334
5203 839 6,61666666666667
5204 838,83 8,96666666666667
5205 838,66 8,5
5206 838,5 10,3333333333333
5207 838,33 8,33333333333334
5208 838,16 11,1833333333333
5209 837,99 7,45
5210 837,83 8,09999999999999
5211 837,66 6,09999999999999
5212 837,49 9,76666666666665
5213 837,32 2,01666666666667
5214 837,16 5,58333333333333
5215 836,99 3,65000000000001
5216 836,82 6,31666666666668
5217 836,65 3,84999999999999
5218 836,48 3,65000000000001
5219 836,32 3,71666666666667
5220 836,15 5,8
5221 835,98 4,53333333333333
5222 835,81 3,28333333333333
5223 835,65 3,91666666666667
5224 835,48 7,11666666666667
5225 835,31 1,46666666666667
5226 835,14 3,15000000000001
5227 834,98 0,0499999999999972
5228 834,81 0,833333333333329
5229 834,64 0,0166666666666515
5230 834,47 5,08333333333334
5231 834,3 1,86666666666666
5232 834,14 2,61666666666665
5233 833,97 1,63333333333333
5234 833,8 5,06666666666668
5235 833,63 -0,566666666666677
5236 833,47 6,88333333333333
5237 833,3 -0,666666666666671
5238 833,13 1,73333333333335
5239 832,96 1,15000000000001
5240 832,8 2,41666666666666
5241 832,63 1,38333333333333
5242 832,46 -0,516666666666666
5243 832,29 3,93333333333334
5244 832,12 -1,61666666666667
5245 831,96 2,08333333333333
5246 831,79 -1,61666666666667
5247 831,62 1,71666666666667
5248 831,45 2,25
5249 831,29 0,666666666666671
5250 831,12 1,71666666666667
5251 830,95 -4,28333333333333
5252 830,78 4,5
5253 830,62 -1,38333333333333
5254 830,45 3,33333333333333
5255 830,28 -2,78333333333333
5256 830,11 2,2
5257 829,94 -0,0333333333333314
5258 829,78 0,383333333333326
5259 829,61 -1,15000000000001
5260 829,44 2
5261 829,27 -0,883333333333326
5262 829,11 1,53333333333333
5263 828,94 4,73333333333335
5264 828,77 12,05
5265 828,6 9,81666666666666
5266 828,44 11,0333333333333
5267 828,27 6,86666666666665
5268 828,1 6,55
5269 827,93 4,21666666666665
5270 827,76 4,73333333333335
5271 827,6 2,26666666666665
5272 827,43 7,43333333333334
5273 827,26 -1,08333333333334
5274 827,09 4,48333333333333
5275 826,93 2,51666666666667
5276 826,76 4,03333333333333
5277 826,59 2,08333333333333
5278 826,42 6,21666666666667
5279 826,26 0,316666666666677
5280 826,09 0,416666666666671
5281 825,92 0,0999999999999943
5282 825,75 1,3
5283 825,58 0
5284 825,42 6,15000000000001
5285 825,25 1,23333333333333
5286 825,08 0,150000000000006
5287 824,91 2,76666666666667
5288 824,75 5,28333333333333
5289 824,58 -0,183333333333323
5290 824,41 2,51666666666667
5291 824,24 -0,549999999999997
5292 824,08 2,21666666666667
5293 823,91 -0,733333333333334
5294 823,74 0,283333333333331
5295 823,57 1,81666666666668
5296 823,4 2,21666666666667
5297 823,24 -0,0999999999999943
5298 823,07 5,08333333333333
5299 822,9 4,34999999999999
5300 822,73 3,66666666666667
5301 822,57 3
